Journal ISO4 Abbreviation,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor
J Cataract Refract Surg,2000,42,311,86,0.020224719
J Cataract Refract Surg,2001,39,294,180,0.032150033
J Cataract Refract Surg,2002,50,334,142,0.017088608
J Cataract Refract Surg,2003,57,356,253,0.025522042
J Cataract Refract Surg,2004,53,375,172,0.025994695
J Cataract Refract Surg,2005,59,307,269,0.044342508
J Cataract Refract Surg,2006,61,308,169,0.030917874
J Cataract Refract Surg,2007,50,333,144,0.028474903
J Cataract Refract Surg,2008,45,303,115,0.027900147
J Cataract Refract Surg,2009,44,292,142,0.031346351
J Cataract Refract Surg,2010,42,284,70,0.021115322
J Cataract Refract Surg,2011,23,292,36,0.010614525
J Cataract Refract Surg,2012,24,285,53,0.02247191
J Cataract Refract Surg,2013,16,304,23,0.008469449
J Cataract Refract Surg,2014,15,346,19,0.005418423
J Cataract Refract Surg,2015,10,422,14,0.007092199
J Cell Commun Signal,2015,3,52,3,0.013986014
J Chem Educ,2011,3,5,13,1.25
J Chem Inf Comput Sci,1999,15,25,65,0.408602151
J Chem Inf Comput Sci,2000,39,136,141,0.471544715
J Chem Inf Comput Sci,2001,32,166,83,0.073800738
J Chem Inf Comput Sci,2002,42,136,213,0.060267857
J Chem Inf Comput Sci,2003,41,207,109,0.074450085
J Chem Inf Comput Sci,2004,37,212,77,0.043804756
J Chem Inf Model,2006,36,241,56,0.12037037
J Chem Inf Model,2007,47,198,110,0.120967742
J Chem Inf Model,2008,39,184,83,0.057951482
J Chem Inf Model,2009,64,202,207,0.091003102
J Chem Inf Model,2010,41,160,68,0.036310108
J Chem Inf Model,2011,46,243,77,0.054140127
J Chem Inf Model,2012,44,259,58,0.03021148
J Chem Inf Model,2013,31,264,40,0.033519553
J Chem Inf Model,2014,32,271,46,0.034358047
J Chem Inf Model,2015,19,222,28,0.020627063
J Chem Phys,2003,2,0,2,1
J Chem Phys,2004,204,2554,630,107.5
J Chem Phys,2005,100,2811,344,0.059935783
J Chem Phys,2006,77,2749,149,0.012029289
J Chem Phys,2007,80,2449,147,0.008154706
J Chem Phys,2008,78,2689,127,0.004316159
J Chem Phys,2009,70,2417,111,0.00440925
J Chem Phys,2010,46,2041,100,0.005232667
J Chem Phys,2011,48,2587,69,0.004312939
J Chem Phys,2012,27,2514,58,0.003466376
J Chem Phys,2013,27,2698,45,0.002734731
J Chem Phys,2014,23,2719,24,0.002174988
J Chem Phys,2015,19,2451,26,0.0020448
J Chem Theory Comput,2006,13,163,13,0.029411765
J Chem Theory Comput,2007,11,206,32,0.019230769
J Chem Theory Comput,2008,8,213,21,0.011342155
J Chem Theory Comput,2009,12,319,12,0.002666667
J Chem Theory Comput,2010,7,294,9,0.004232804
J Chem Theory Comput,2011,12,399,12,0.006542056
J Chem Theory Comput,2012,23,491,39,0.02056962
J Chem Theory Comput,2013,18,536,31,0.012845215
J Chem Theory Comput,2014,7,556,11,0.004494382
J Chem Theory Comput,2015,8,550,11,0.003917728
J Cheminform,2011,7,45,34,0.323529412
J Cheminform,2012,5,33,8,0.056818182
J Cheminform,2013,8,43,9,0.047244094
J Cheminform,2014,4,67,4,0.01910828
J Cheminform,2015,6,72,8,0.027777778
J Chemother,1999,8,90,19,0.012396694
J Chemother,2000,9,96,12,0.007772021
J Chemother,2001,14,122,56,0.032338308
J Chemother,2002,4,101,9,0.004514673
J Chemother,2003,5,93,12,0.014675052
J Chemother,2004,14,148,25,0.024590164
J Chemother,2005,10,96,16,0.018181818
J Chemother,2006,4,97,8,0.001937984
J Chemother,2007,10,115,20,0.013565891
J Chemother,2008,9,113,17,0.011029412
J Chemother,2009,3,108,6,0.007858546
J Chemother,2011,2,64,2,0.003984064
J Chemother,2013,1,50,1,0.002680965
J Chemother,2014,2,72,2,0.006756757
J Child Adolesc Psychopharmacol,1999,3,29,7,0.05
J Child Adolesc Psychopharmacol,2000,8,25,22,0.051724138
J Child Adolesc Psychopharmacol,2001,1,41,2,0.007874016
J Child Adolesc Psychopharmacol,2002,2,32,2,0.04
J Child Adolesc Psychopharmacol,2003,2,56,2,0.006097561
J Child Adolesc Psychopharmacol,2004,5,59,10,0.015306122
J Child Adolesc Psychopharmacol,2006,4,68,8,0.013559322
J Child Adolesc Psychopharmacol,2007,5,78,9,0.01497006
J Child Adolesc Psychopharmacol,2008,7,55,12,0.011111111
J Child Adolesc Psychopharmacol,2009,1,81,3,0.008403361
J Child Adolesc Psychopharmacol,2010,1,58,1,0.00280112
J Child Adolesc Psychopharmacol,2011,4,63,7,0.026011561
J Child Adolesc Psychopharmacol,2012,1,54,2,0.005988024
J Child Adolesc Psychopharmacol,2013,2,80,2,0.006060606
J Child Adolesc Psychopharmacol,2014,2,75,3,0.011904762
J Child Adolesc Psychopharmacol,2015,3,93,3,0.008152174
J Child Psychol Psychiatry,1999,5,98,10,0.002710027
J Child Psychol Psychiatry,2001,4,86,6,0.00257732
J Child Psychol Psychiatry,2004,8,107,10,0.002785515
J Child Psychol Psychiatry,2005,3,110,3,0.002645503
J Child Psychol Psychiatry,2006,3,120,7,0.002487562
J Child Psychol Psychiatry,2009,5,157,6,0.006024096
J Child Psychol Psychiatry,2010,3,126,3,0.001795332
J Child Psychol Psychiatry,2011,3,134,3,0.003502627
J Child Psychol Psychiatry,2012,2,128,2,0.001675042
J Child Psychol Psychiatry,2013,3,126,4,0.004909984
J Child Psychol Psychiatry,2014,2,142,2,0.001712329
J Child Psychol Psychiatry,2015,1,133,1,0.001652893
J Chin Med Assoc,2010,6,114,11,0.015810277
J Chin Med Assoc,2011,4,106,7,0.007633588
J Chin Med Assoc,2012,2,113,2,0.003710575
J Chin Med Assoc,2013,8,110,9,0.012891344
J Chin Med Assoc,2015,4,99,12,0.014981273
J Chir (Paris),2001,1,56,2,0.003787879
J Chir (Paris),2008,2,138,4,0.008695652
J Chromatogr A,1999,261,450,740,0.130666667
J Chromatogr A,2000,320,832,777,0.121443089
J Chromatogr A,2001,281,744,745,0.087655223
J Chromatogr A,2002,287,790,716,0.062463343
J Chromatogr A,2003,286,716,680,0.056769656
J Chromatogr A,2004,333,993,722,0.047050562
J Chromatogr A,2005,307,870,572,0.040017986
J Chromatogr A,2006,342,991,657,0.044299674
J Chromatogr A,2007,329,912,749,0.049321825
J Chromatogr A,2008,307,829,678,0.054509804
J Chromatogr A,2009,267,859,525,0.052150974
J Chromatogr A,2010,260,736,435,0.048436542
J Chromatogr A,2011,259,847,479,0.065555799
J Chromatogr A,2012,208,938,351,0.055205047
J Chromatogr A,2013,165,910,252,0.044614691
J Chromatogr A,2014,166,976,252,0.043657143
J Chromatogr A,2015,123,851,160,0.02720637
J Chromatogr Sci,1999,4,21,8,0.011904762
J Chromatogr Sci,2000,22,72,56,0.212765957
J Chromatogr Sci,2001,16,82,52,0.028735632
J Chromatogr Sci,2002,28,79,92,0.060240964
J Chromatogr Sci,2003,21,87,47,0.024691358
J Chromatogr Sci,2004,16,84,40,0.02200489
J Chromatogr Sci,2005,15,89,32,0.007228916
J Chromatogr Sci,2006,17,88,22,0.007125891
J Chromatogr Sci,2007,15,100,18,0.014285714
J Chromatogr Sci,2008,22,135,24,0.021176471
J Chromatogr Sci,2009,24,130,33,0.024793388
J Chromatogr Sci,2010,19,130,29,0.039106145
J Chromatogr Sci,2011,13,89,18,0.015517241
J Chromatogr Sci,2012,14,123,21,0.019400353
J Chromatogr Sci,2013,8,114,12,0.014678899
J Chromatogr Sci,2014,21,173,36,0.049019608
J Chromatogr Sci,2015,15,237,16,0.012612613
J Clin Anesth,1999,13,99,102,0.008375209
J Clin Anesth,2000,7,105,11,0.003361345
J Clin Anesth,2002,11,106,39,0.007722008
J Clin Anesth,2003,6,90,13,0.005870841
J Clin Anesth,2004,3,110,3,0.004106776
J Clin Anesth,2005,2,117,5,0.00204918
J Clin Anesth,2006,7,105,14,0.013539652
J Clin Anesth,2007,7,118,13,0.009398496
J Clin Anesth,2008,3,112,14,0.020761246
J Clin Anesth,2009,2,104,7,0.006557377
J Clin Anesth,2010,4,104,4,0.008116883
J Clin Anesth,2011,4,107,10,0.008038585
J Clin Anesth,2012,1,105,3,0.001587302
J Clin Anesth,2013,1,104,1,0.001536098
J Clin Anesth,2014,3,104,4,0.004497751
J Clin Apher,1999,2,31,50,0.008064516
J Clin Apher,2000,5,16,7,0.032258065
J Clin Apher,2001,8,30,21,0.035087719
J Clin Apher,2002,3,29,4,0.008403361
J Clin Apher,2003,3,26,6,0.007874016
J Clin Apher,2005,1,29,1,0.007462687
J Clin Apher,2006,5,34,5,0.015267176
J Clin Apher,2007,3,36,5,0.007246377
J Clin Apher,2009,3,39,4,0.014084507
J Clin Apher,2010,2,30,3,0.006711409
J Clin Apher,2011,4,45,13,0.055172414
J Clin Apher,2012,5,42,12,0.063291139
J Clin Apher,2013,2,38,3,0.005464481
J Clin Apher,2015,4,46,6,0.010362694
J Clin Biochem Nutr,2008,9,56,13,0.079365079
J Clin Biochem Nutr,2009,14,74,22,0.0859375
J Clin Biochem Nutr,2010,13,59,27,0.069444444
J Clin Biochem Nutr,2011,9,70,22,0.048611111
J Clin Biochem Nutr,2012,10,68,14,0.036184211
J Clin Biochem Nutr,2013,4,64,4,0.003144654
J Clin Biochem Nutr,2014,7,63,7,0.006711409
J Clin Biochem Nutr,2015,8,64,10,0.033670034
J Clin Child Adolesc Psychol,2008,2,61,4,0.011627907
J Clin Child Psychol,1999,1,52,3,0.023529412
J Clin Densitom,1999,6,42,23,0.236842105
J Clin Densitom,2000,3,39,4,0.010752688
J Clin Densitom,2001,4,40,4,0.00729927
J Clin Densitom,2003,5,44,7,0.009852217
J Clin Densitom,2007,5,50,6,0.021367521
J Clin Densitom,2008,1,54,6,0.004149378
J Clin Densitom,2010,3,55,3,0.004219409
J Clin Densitom,2011,2,60,2,0.008658009
J Clin Densitom,2013,2,82,2,0.008032129
J Clin Densitom,2014,1,60,1,0.003484321
J Clin Epidemiol,2000,5,160,13,0.001381215
J Clin Epidemiol,2001,11,167,35,0.010432191
J Clin Epidemiol,2002,10,153,10,0.001472754
J Clin Epidemiol,2003,14,148,24,0.002890173
J Clin Epidemiol,2004,4,162,5,0.00284495
J Clin Epidemiol,2006,7,166,8,0.001390821
J Clin Epidemiol,2007,3,168,7,0.001367989
J Clin Epidemiol,2008,7,167,12,0.00536193
J Clin Epidemiol,2009,1,176,1,0.001340483
J Clin Epidemiol,2010,1,185,3,0.004048583
J Clin Epidemiol,2011,2,166,2,0.00130719
J Clin Epidemiol,2012,2,161,2,0.00129199
J Clin Epidemiol,2015,2,173,2,0.001203369
J Clin Exp Neuropsychol,1999,4,66,6,0.003267974
J Clin Exp Neuropsychol,2000,6,69,7,0.006711409
J Clin Exp Neuropsychol,2001,7,60,18,0.016286645
J Clin Exp Neuropsychol,2003,5,88,5,0.006493506
J Clin Exp Neuropsychol,2005,4,72,4,0.005747126
J Clin Exp Neuropsychol,2007,5,78,5,0.008264463
J Clin Exp Neuropsychol,2008,1,82,1,0.002832861
J Clin Exp Neuropsychol,2009,5,85,9,0.008695652
J Clin Exp Neuropsychol,2010,4,107,4,0.005555556
J Clin Exp Neuropsychol,2012,1,96,1,0.002557545
J Clin Exp Neuropsychol,2014,1,92,1,0.002439024
J Clin Hypertens (Greenwich),2010,4,122,7,0.004815409
J Clin Hypertens (Greenwich),2011,7,128,8,0.009852217
J Clin Hypertens (Greenwich),2012,2,128,10,0.006666667
J Clin Hypertens (Greenwich),2013,3,143,7,0.006711409
J Clin Hypertens (Greenwich),2014,3,152,74,0.029320988
J Clin Hypertens (Greenwich),2015,1,164,1,0.001428571
J Clin Laser Med Surg,2000,5,31,15,0.005050505
J Clin Laser Med Surg,2001,3,33,31,0.037634409
J Clin Laser Med Surg,2002,4,32,16,0.038043478
J Clin Laser Med Surg,2003,9,37,19,0.032432432
J Clin Laser Med Surg,2004,7,13,18,0.010050251
J Clin Lipidol,2009,8,39,44,0.115384615
J Clin Lipidol,2010,11,54,16,0.045918367
J Clin Lipidol,2011,7,51,58,0.175182482
J Clin Lipidol,2012,6,52,50,0.123287671
J Clin Lipidol,2013,5,62,20,0.053003534
J Clin Lipidol,2014,8,63,45,0.070945946
J Clin Lipidol,2015,4,99,19,0.01980198
J Clin Monit Comput,1999,13,48,56,0.025
J Clin Monit Comput,2000,19,44,226,0.062937063
J Clin Monit Comput,2011,3,47,3,0.009433962
J Clin Monit Comput,2012,12,46,44,0.097222222
J Clin Monit Comput,2013,7,73,14,0.030973451
J Clin Monit Comput,2014,7,68,16,0.049242424
J Clin Monit Comput,2015,10,94,29,0.089965398
J Clin Neurol,2009,6,32,12,0.043165468
J Clin Neurol,2010,3,32,8,0.019354839
J Clin Neurol,2011,4,36,11,0.04137931
J Clin Neurol,2012,2,46,4,0.014184397
J Clin Neurol,2013,3,41,6,0.018518519
J Clin Neurol,2014,1,60,1,0.005952381
J Clin Neurol,2015,3,61,4,0.015463918
J Clin Neurophysiol,1999,9,41,19,0.024271845
J Clin Neurophysiol,2000,6,46,8,0.004694836
J Clin Neurophysiol,2001,17,42,319,0.339207048
J Clin Neurophysiol,2002,13,46,162,0.203319502
J Clin Neurophysiol,2003,8,45,41,0.072033898
J Clin Neurophysiol,2004,8,40,61,0.016806723
J Clin Neurophysiol,2005,5,45,33,0.056521739
J Clin Neurophysiol,2006,7,62,28,0.073394495
J Clin Neurophysiol,2007,8,57,12,0.013215859
J Clin Neurophysiol,2008,5,51,8,0.025210084
J Clin Neurophysiol,2009,4,62,4,0.012195122
J Clin Neurophysiol,2010,5,61,14,0.030188679
J Clin Neurophysiol,2011,3,78,8,0.018726592
J Clin Neurophysiol,2012,2,67,2,0.003389831
J Clin Neurophysiol,2015,1,78,1,0.002680965
J Clin Neurosci,1999,3,133,4,0.005830904
J Clin Neurosci,2000,12,138,74,0.021479714
J Clin Neurosci,2001,3,162,3,0.001960784
J Clin Neurosci,2002,13,160,37,0.01980198
J Clin Neurosci,2003,5,172,17,0.017080745
J Clin Neurosci,2004,4,231,9,0.005813953
J Clin Neurosci,2005,6,240,19,0.003911343
J Clin Neurosci,2006,17,221,29,0.012971698
J Clin Neurosci,2007,8,250,10,0.002188184
J Clin Neurosci,2008,13,292,30,0.016016016
J Clin Neurosci,2009,16,401,48,0.020427112
J Clin Neurosci,2010,11,439,14,0.003930818
J Clin Neurosci,2011,13,437,14,0.006032172
J Clin Neurosci,2012,10,436,17,0.00652819
J Clin Neurosci,2013,7,423,7,0.002751789
J Clin Neurosci,2014,10,506,14,0.006648199
J Clin Neurosci,2015,9,427,20,0.005901288
J Clin Nurs,1999,1,98,3,0.003875969
J Clin Nurs,2001,5,89,7,0.00308642
J Clin Nurs,2005,5,184,13,0.002155172
J Clin Nurs,2006,3,215,3,0.001769912
J Clin Nurs,2007,3,322,6,0.004360465
J Clin Nurs,2009,4,396,7,0.00242915
J Clin Nurs,2011,2,385,6,0.001205546
J Clin Nurs,2012,2,382,3,0.001730104
J Clin Nurs,2013,1,356,1,0.000601323
J Clin Nurs,2014,1,366,1,0.000622278
J Clin Pediatr Dent,2010,3,70,3,0.007490637
J Clin Pediatr Dent,2012,1,74,2,0.003389831
J Clin Pediatr Dent,2013,1,69,1,0.003448276
J Clin Pediatr Dent,2014,2,50,3,0.010309278
J Clin Pediatr Dent,2015,1,67,1,0.003703704
J Clin Pharm Ther,1999,11,50,16,0.012552301
J Clin Pharm Ther,2000,10,46,36,0.028455285
J Clin Pharm Ther,2001,14,45,38,0.024590164
J Clin Pharm Ther,2002,4,59,13,0.008064516
J Clin Pharm Ther,2003,7,62,8,0.004016064
J Clin Pharm Ther,2004,7,64,24,0.042635659
J Clin Pharm Ther,2006,4,78,10,0.003401361
J Clin Pharm Ther,2007,6,71,16,0.019047619
J Clin Pharm Ther,2008,4,87,11,0.018518519
J Clin Pharm Ther,2009,6,82,10,0.014367816
J Clin Pharm Ther,2010,12,70,30,0.048433048
J Clin Pharm Ther,2011,4,86,6,0.008645533
J Clin Pharm Ther,2012,7,123,11,0.028011204
J Clin Pharm Ther,2013,1,97,1,0.002544529
J Clin Pharm Ther,2014,6,106,11,0.024937656
J Clin Pharm Ther,2015,5,113,8,0.016203704
J Clin Pharmacol,1999,26,126,222,0.034976153
J Clin Pharmacol,2000,42,118,99,0.047694754
J Clin Pharmacol,2001,40,127,128,0.05
J Clin Pharmacol,2002,34,124,129,0.049475262
J Clin Pharmacol,2003,31,106,145,0.066153846
J Clin Pharmacol,2004,29,116,120,0.06984127
J Clin Pharmacol,2005,39,110,152,0.073529412
J Clin Pharmacol,2006,33,114,147,0.03559322
J Clin Pharmacol,2007,42,111,140,0.072289157
J Clin Pharmacol,2008,38,96,125,0.07641196
J Clin Pharmacol,2009,18,120,80,0.031986532
J Clin Pharmacol,2010,21,137,78,0.063139932
J Clin Pharmacol,2011,20,151,96,0.101497504
J Clin Pharmacol,2012,19,181,39,0.032258065
J Clin Pharmacol,2013,18,142,36,0.027298851
J Clin Pharmacol,2014,21,147,40,0.023545706
J Clin Pharmacol,2015,14,164,23,0.017832647
J Clin Psychiatry,1999,46,238,133,0.029058116
J Clin Psychiatry,2000,39,179,133,0.022375215
J Clin Psychiatry,2001,59,253,115,0.02605042
J Clin Psychiatry,2002,50,175,147,0.043346008
J Clin Psychiatry,2003,38,271,98,0.024087024
J Clin Psychiatry,2004,49,270,120,0.040365575
J Clin Psychiatry,2005,31,231,127,0.0371669
J Clin Psychiatry,2006,37,280,113,0.035532995
J Clin Psychiatry,2007,25,305,221,0.073400673
J Clin Psychiatry,2008,32,251,137,0.037648613
J Clin Psychiatry,2009,14,270,64,0.017053206
J Clin Psychiatry,2010,17,212,44,0.012777404
J Clin Psychiatry,2011,18,191,90,0.031746032
J Clin Psychiatry,2012,11,233,36,0.013417522
J Clin Psychiatry,2013,8,178,17,0.009259259
J Clin Psychiatry,2014,10,209,15,0.009425071
J Clin Psychiatry,2015,7,278,8,0.003929273
J Clin Psychol Med Settings,2009,1,38,1,0.020408163
J Clin Psychol Med Settings,2011,1,47,1,0.007692308
J Clin Psychol,2004,3,104,4,0.002053388
J Clin Psychol,2009,1,97,1,0.002237136
J Clin Psychol,2010,1,92,19,0.016746411
J Clin Psychol,2011,1,103,1,0.002525253
J Clin Psychopharmacol,1999,14,54,38,0.025590551
J Clin Psychopharmacol,2000,22,69,31,0.029182879
J Clin Psychopharmacol,2001,17,63,75,0.027624309
J Clin Psychopharmacol,2002,15,68,36,0.025974026
J Clin Psychopharmacol,2003,12,74,44,0.032432432
J Clin Psychopharmacol,2004,13,71,42,0.024691358
J Clin Psychopharmacol,2005,15,76,46,0.019434629
J Clin Psychopharmacol,2006,10,87,45,0.046391753
J Clin Psychopharmacol,2007,9,71,43,0.032206119
J Clin Psychopharmacol,2008,7,86,51,0.027656477
J Clin Psychopharmacol,2009,9,74,28,0.020804438
J Clin Psychopharmacol,2010,4,91,6,0.012448133
J Clin Psychopharmacol,2011,7,91,49,0.024291498
J Clin Psychopharmacol,2012,4,99,27,0.022099448
J Clin Psychopharmacol,2013,6,103,10,0.011188811
J Clin Psychopharmacol,2014,4,99,4,0.006738544
J Clin Psychopharmacol,2015,2,105,2,0.002635046
J Clin Res Pediatr Endocrinol,2014,1,48,1,0.005291005
J Clin Rheumatol,2002,1,83,1,0.002747253
J Clin Rheumatol,2003,2,74,4,0.008152174
J Clin Rheumatol,2004,6,91,18,0.021390374
J Clin Rheumatol,2005,6,76,26,0.021276596
J Clin Rheumatol,2006,4,66,5,0.007211538
J Clin Rheumatol,2007,5,96,6,0.00729927
J Clin Rheumatol,2008,5,96,9,0.009478673
J Clin Rheumatol,2009,3,123,3,0.006896552
J Clin Rheumatol,2010,2,129,3,0.004255319
J Clin Sleep Med,2011,4,98,8,0.012820513
J Clin Sleep Med,2012,4,99,8,0.009876543
J Clin Sleep Med,2013,4,196,12,0.025462963
J Clin Sleep Med,2014,2,200,2,0.003629764
J Clin Sleep Med,2015,1,179,1,0.001470588
J Clin Ultrasound,1999,2,90,4,0.002610966
J Clin Ultrasound,2000,2,87,2,0.005221932
J Clin Ultrasound,2001,2,89,3,0.002597403
J Clin Ultrasound,2003,3,85,3,0.00265252
J Clin Ultrasound,2004,5,86,9,0.008
J Clin Ultrasound,2005,4,90,4,0.00795756
J Clin Ultrasound,2008,3,120,3,0.002604167
J Clin Ultrasound,2012,1,106,2,0.0041841
J Clin Ultrasound,2013,1,125,1,0.002173913
J Cogn Dev,2010,1,5,1,0.166666667
J Cogn Neurosci,2000,8,96,21,0.009389671
J Cogn Neurosci,2001,10,77,36,0.003663004
J Cogn Neurosci,2002,9,97,15,0.00990099
J Cogn Neurosci,2003,5,97,31,0.01994302
J Cogn Neurosci,2004,5,145,9,0.007462687
J Cogn Neurosci,2005,7,146,69,0.093959732
J Cogn Neurosci,2006,9,159,24,0.025341131
J Cogn Neurosci,2007,7,158,10,0.003478261
J Cogn Neurosci,2008,6,170,11,0.001564945
J Cogn Neurosci,2009,8,175,49,0.036199095
J Cogn Neurosci,2010,3,218,20,0.0129683
J Cogn Neurosci,2011,5,316,7,0.005347594
J Cogn Neurosci,2012,5,184,6,0.004429679
J Cogn Neurosci,2013,3,164,4,0.002181025
J Cogn Neurosci,2015,1,190,5,0.004449388
J Coll Physicians Surg Pak,2009,2,209,2,0.00094518
J Coll Physicians Surg Pak,2010,4,216,8,0.005899705
J Coll Physicians Surg Pak,2011,2,210,4,0.000995025
J Coll Physicians Surg Pak,2012,2,217,8,0.003039514
J Coll Physicians Surg Pak,2014,2,329,2,0.001941748
J Colloid Interface Sci,1999,110,575,256,0.042750929
J Colloid Interface Sci,2000,102,513,257,0.032935832
J Colloid Interface Sci,2001,84,410,245,0.017520216
J Colloid Interface Sci,2002,108,530,440,0.041954818
J Colloid Interface Sci,2003,132,596,291,0.038934426
J Colloid Interface Sci,2004,165,671,369,0.042570281
J Colloid Interface Sci,2005,195,773,505,0.066519662
J Colloid Interface Sci,2006,210,853,480,0.062675398
J Colloid Interface Sci,2007,202,745,441,0.047947093
J Colloid Interface Sci,2008,162,650,295,0.033419689
J Colloid Interface Sci,2009,172,695,328,0.044056309
J Colloid Interface Sci,2010,197,733,326,0.046467902
J Colloid Interface Sci,2011,185,863,312,0.05354155
J Colloid Interface Sci,2012,154,775,215,0.038692098
J Colloid Interface Sci,2013,135,766,204,0.041567382
J Colloid Interface Sci,2014,106,601,140,0.028593914
J Colloid Interface Sci,2015,91,792,120,0.027282851
J Comb Chem,2000,56,38,239,4.458333333
J Comb Chem,2001,51,33,174,0.491525424
J Comb Chem,2002,53,33,299,0.376237624
J Comb Chem,2003,40,50,170,0.152777778
J Comb Chem,2004,62,70,369,0.237288136
J Comb Chem,2005,54,77,174,0.132653061
J Comb Chem,2006,52,71,190,0.150341686
J Comb Chem,2007,65,80,205,0.197478992
J Comb Chem,2008,50,89,137,0.131826742
J Comb Chem,2009,42,100,112,0.100371747
J Comb Chem,2010,48,87,91,0.072727273
J Comb Optim,2008,1,1,1,1
J Commun Disord,2009,1,36,1,0.008
J Commun Disord,2010,1,38,2,0.015037594
J Community Health,2001,1,32,15,0.037593985
J Compos Mater,2010,1,0,1,1
J Comput Assist Tomogr,1999,13,200,46,0.006188119
J Comput Assist Tomogr,2000,11,163,16,0.003694581
J Comput Assist Tomogr,2001,16,143,86,0.037323037
J Comput Assist Tomogr,2002,11,176,18,0.01226158
J Comput Assist Tomogr,2003,7,148,25,0.01226158
J Comput Assist Tomogr,2004,4,142,6,0.001477105
J Comput Assist Tomogr,2005,6,161,8,0.00770416
J Comput Assist Tomogr,2006,9,162,14,0.01065449
J Comput Assist Tomogr,2007,9,155,23,0.007800312
J Comput Assist Tomogr,2008,6,164,8,0.007716049
J Comput Assist Tomogr,2009,4,172,7,0.005952381
J Comput Assist Tomogr,2010,3,160,5,0.005873715
J Comput Assist Tomogr,2011,4,130,7,0.008915305
J Comput Assist Tomogr,2012,6,124,7,0.00933126
J Comput Assist Tomogr,2013,2,153,2,0.001658375
J Comput Assist Tomogr,2014,2,160,2,0.003424658
J Comput Assist Tomogr,2015,2,158,2,0.003430532
J Comput Chem,2002,22,142,37,0.583333333
J Comput Chem,2003,24,177,83,0.045454545
J Comput Chem,2004,20,178,187,0.037135279
J Comput Chem,2005,12,157,132,0.060869565
J Comput Chem,2006,18,161,49,0.016393443
