Institution Name,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor,NIH Funding,Institution Type
Temple University,2003,67,270,371,0.041767068,41359922,Education
Temple University,2002,71,239,318,0.044871795,38287942,Education
Temple University,2008,74,370,227,0.048200514,46531141,Education
Temple University,2001,67,264,500,0.052109181,37372976,Education
Temple University,2005,63,317,249,0.049264706,39917683,Education
Temple University,2012,46,460,131,0.03771492,62224226,Education
Temple University,2007,58,343,258,0.041722746,42864666,Education
Temple University,2015,40,521,155,0.051495831,64275757,Education
Temple University,2004,74,302,359,0.068164214,42914770,Education
Temple University,2010,56,402,140,0.033313144,51628327,Education
Temple University,2000,58,251,240,0.039215686,37264462,Education
Temple University,2011,48,433,113,0.031828704,50081137,Education
Temple University,2014,35,450,71,0.026619789,61266832,Education
Temple University,2006,48,337,171,0.036170213,43685615,Education
Temple University,2013,35,488,80,0.029522276,55995595,Education
Temple University,2009,38,368,135,0.028923077,49274376,Education
Temple University Health System,2011,25,122,190,0.095238095,28865601,Education
Temple University Health System,2001,57,121,547,0.142208775,39501697,Education
Temple University Health System,2010,22,137,37,0.026923077,34708319,Education
Temple University Health System,2004,61,142,373,0.132290185,48324239,Education
Temple University Health System,2015,9,145,17,0.03030303,22138946,Education
Temple University Health System,2008,41,148,205,0.076923077,44722139,Education
Temple University Health System,2012,8,166,13,0.012857143,28949069,Education
Temple University Health System,2006,46,137,217,0.054333765,50967894,Education
Temple University Health System,2000,53,110,450,0.092284418,36845329,Education
Temple University Health System,2003,65,133,417,0.145259939,45039574,Education
Temple University Health System,2013,18,142,35,0.036549708,25166263,Education
Temple University Health System,2005,52,155,422,0.13844086,51294977,Education
Temple University Health System,2009,48,147,258,0.106329114,40176086,Education
Temple University Health System,2002,51,105,351,0.109144543,41211154,Education
Temple University Health System,2007,40,163,206,0.08478803,47205036,Education
Temple University Health System,2014,10,135,28,0.032258065,24415489,Education
Tennessee State University,2004,2,11,3,0.015625,10824119,Education
Tennessee State University,2007,1,14,1,0.015625,7664093,Education
Tennessee State University,2012,1,14,2,0.033333333,7691588,Education
Tennessee State University,2013,1,14,2,0.016393443,9369999,Education
Tennessee State University,2001,1,13,24,0.025641026,9385054,Education
Texas A&M University System,2010,147,867,566,0.056648936,47405572,Education
Texas A&M University System,2002,160,555,961,0.090125392,42598108,Education
Texas A&M University System,2005,171,719,846,0.063109954,57791661,Education
Texas A&M University System,2013,92,998,306,0.043051006,36752238,Education
Texas A&M University System,2004,179,643,932,0.059972584,55991803,Education
Texas A&M University System,2012,123,1022,329,0.049915193,42220734,Education
Texas A&M University System,2003,177,630,1109,0.098487643,49749084,Education
Texas A&M University System,2008,157,843,588,0.05492917,49047244,Education
Texas A&M University System,2000,162,504,1258,0.081227437,31806774,Education
Texas A&M University System,2014,71,954,156,0.02706422,40317391,Education
Texas A&M University System,2009,150,861,540,0.049464138,49162032,Education
Texas A&M University System,2011,121,965,353,0.042980671,39017576,Education
Texas A&M University System,2007,133,761,807,0.070856804,54541925,Education
Texas A&M University System,2001,168,555,1278,0.070345409,38230983,Education
Texas A&M University System,2015,48,905,65,0.014575268,43727823,Education
Texas A&M University System,2006,165,678,750,0.06662554,58881136,Education
Texas Biomedical Research Institute,2015,2,20,4,0.032,18798514,Facility
Texas Biomedical Research Institute,2013,3,32,8,0.169811321,25108517,Facility
Texas Biomedical Research Institute,2014,1,34,1,0.02247191,25316745,Facility
Texas Biomedical Research Institute,2012,4,23,12,0.16,30934506,Facility
Texas Christian University,2008,3,47,42,0.232876712,2100816,Education
Texas Christian University,2012,6,50,18,0.054644809,1907750,Education
Texas Christian University,2006,3,37,11,0.007352941,2267666,Education
Texas Christian University,2010,2,30,6,0.010869565,1893050,Education
Texas Christian University,2009,5,45,11,0.031446541,1172992,Education
Texas Christian University,2001,2,23,15,0.045045045,1253251,Education
Texas Christian University,2002,4,40,105,0.026548673,2081395,Education
Texas Christian University,2014,3,44,4,0.010362694,1936637,Education
Texas Christian University,2005,2,23,68,0.176470588,2452920,Education
Texas Christian University,2015,0,70,0,0.004807692,1427718,Education
Texas Christian University,2004,2,35,87,0.104,3207849,Education
Texas Christian University,2007,5,39,99,0.371212121,1700582,Education
Texas Christian University,2013,2,50,5,0.005263158,1307382,Education
Texas Southern University,2013,4,20,7,0.017241379,222536,Education
Texas Southern University,2014,1,9,2,0.03030303,1247232,Education
Texas Southern University,2012,2,12,3,0.035087719,736170,Education
Texas Southern University,2005,3,10,7,0.025641026,1337941,Education
Texas Southern University,2002,1,9,2,0.043478261,2290698,Education
Texas Southern University,2015,0,15,0,0.016129032,1669709,Education
Texas Southern University,2007,4,18,7,0.019230769,1290490,Education
Texas Southern University,2011,3,11,7,0.061538462,1083365,Education
Texas State University System,2014,1,85,1,0.005494505,1503183,Education
Texas State University System,2015,1,128,1,0.005263158,1211661,Education
Texas State University System,2010,5,66,8,0.027777778,1064916,Education
Texas State University System,2007,3,58,22,0.005882353,531635,Education
Texas State University System,2009,4,63,6,0.015873016,616155,Education
Texas State University System,2006,2,39,3,0.006289308,546004,Education
Texas State University System,2004,3,47,18,0.029850746,344574,Education
Texas State University System,2012,9,99,19,0.036101083,1374870,Education
Texas State University System,2011,5,88,5,0.008130081,1262297,Education
Texas State University System,2013,1,90,4,0.008849558,1042428,Education
Texas State University System,2001,3,37,23,0.093023256,1650744,Education
Texas Tech University System,2011,51,363,264,0.076419214,10772227,Education
Texas Tech University System,2009,32,315,121,0.035767511,8217034,Education
Texas Tech University System,2010,41,300,173,0.0397445,8337837,Education
Texas Tech University System,2007,38,295,198,0.047805643,8032618,Education
Texas Tech University System,2000,35,216,274,0.054156171,4704213,Education
Texas Tech University System,2006,50,328,189,0.043367347,8303708,Education
Texas Tech University System,2004,51,281,160,0.036077706,6999871,Education
Texas Tech University System,2013,28,452,74,0.038057743,11325717,Education
Texas Tech University System,2008,44,297,161,0.033783784,7964107,Education
Texas Tech University System,2014,37,475,155,0.037906137,12362754,Education
Texas Tech University System,2015,29,505,53,0.02724359,12613843,Education
Texas Tech University System,2012,41,359,83,0.037645448,15053364,Education
Texas Tech University System,2002,52,227,202,0.050632911,5963302,Education
Texas Tech University System,2003,42,234,195,0.02417795,6847475,Education
Texas Tech University System,2001,44,225,132,0.037470726,6376903,Education
Texas Tech University System,2005,39,245,178,0.028423773,7491996,Education
Texas Woman's University,2010,3,33,4,0.017391304,242701,Education
Texas Woman's University,2009,2,29,4,0.008547009,596810,Education
Texas Woman's University,2007,1,21,1,0.008333333,923630,Education
Texas Woman's University,2002,1,38,3,0.014084507,218016,Education
Texas Woman's University,2004,3,26,14,0.006993007,289308,Education
The University of Texas System,2005,1215,4164,7930,0.096525889,687524256,Education
The University of Texas System,2015,399,5645,1014,0.033585712,593905525,Education
The University of Texas System,2014,516,5507,1392,0.039807092,591568609,Education
The University of Texas System,2001,1097,3551,7742,0.079457817,487705552,Education
The University of Texas System,2006,1148,4262,6714,0.089083445,690558438,Education
The University of Texas System,2004,1164,3928,7235,0.087241927,674144108,Education
The University of Texas System,2003,1156,3815,6913,0.086319846,754716578,Education
The University of Texas System,2002,1144,3512,7846,0.085154441,545850848,Education
The University of Texas System,2000,1063,3442,8358,0.082075246,453458753,Education
The University of Texas System,2008,1166,4556,5449,0.078667644,708235280,Education
The University of Texas System,2007,1225,4589,6151,0.085563028,707218164,Education
The University of Texas System,2010,1040,4898,4513,0.072100451,694094596,Education
The University of Texas System,2009,1082,4648,5072,0.081372069,704357866,Education
The University of Texas System,2012,899,5449,3201,0.069754814,657842905,Education
The University of Texas System,2011,918,5408,3441,0.06752082,650938203,Education
The University of Texas System,2013,683,5658,2620,0.060152212,587641904,Education
The Wistar Institute,2002,31,28,217,0.107023411,24317395,Facility
The Wistar Institute,2005,30,31,161,0.134545455,28754760,Facility
The Wistar Institute,2012,14,37,46,0.060869565,26751730,Facility
The Wistar Institute,2007,30,35,204,0.179775281,23044546,Facility
The Wistar Institute,2008,19,35,81,0.100775194,30427300,Facility
The Wistar Institute,2010,23,42,147,0.254098361,23002472,Facility
The Wistar Institute,2014,10,36,22,0.055776892,28629222,Facility
The Wistar Institute,2003,35,37,266,0.196013289,25296135,Facility
The Wistar Institute,2009,25,27,217,0.188235294,30438512,Facility
The Wistar Institute,2013,14,57,47,0.131004367,25344586,Facility
The Wistar Institute,2006,35,36,429,0.31496063,28375092,Facility
The Wistar Institute,2000,42,37,239,0.265151515,15743511,Facility
The Wistar Institute,2015,10,41,26,0.090128755,24222301,Facility
The Wistar Institute,2001,45,39,499,0.265306122,19843841,Facility
The Wistar Institute,2004,26,30,258,0.174496644,25914596,Facility
The Wistar Institute,2011,18,38,57,0.134453782,25931026,Facility
Thomas Jefferson University,2000,134,429,1276,0.09408826,65877905,Education
Thomas Jefferson University,2013,52,552,141,0.035866781,47642404,Education
Thomas Jefferson University,2001,140,417,999,0.074646075,75282176,Education
Thomas Jefferson University,2005,109,387,525,0.05529522,72916596,Education
Thomas Jefferson University,2007,98,402,405,0.063089916,68060462,Education
Thomas Jefferson University,2006,88,410,397,0.048262548,70130557,Education
Thomas Jefferson University,2014,37,492,78,0.027766435,48379954,Education
Thomas Jefferson University,2010,92,461,316,0.075471698,54047096,Education
Thomas Jefferson University,2009,106,415,381,0.068661108,59525058,Education
Thomas Jefferson University,2012,78,575,229,0.054825555,49662761,Education
Thomas Jefferson University,2004,106,381,1175,0.128286491,79705022,Education
Thomas Jefferson University,2011,87,481,265,0.062382739,52747132,Education
Thomas Jefferson University,2015,33,554,58,0.021466181,48940337,Education
Thomas Jefferson University,2008,89,434,346,0.060908637,64653069,Education
Thomas Jefferson University,2002,138,419,1196,0.077060932,76070941,Education
Thomas Jefferson University,2003,114,399,595,0.083743842,82285296,Education
Torrey Pines Institute For Molecular Studies,2010,8,19,33,0.104477612,2651131,Nonprofit
Torrey Pines Institute For Molecular Studies,2007,6,7,58,0.161290323,5768503,Nonprofit
Torrey Pines Institute For Molecular Studies,2005,7,6,13,0.116666667,3578375,Nonprofit
Torrey Pines Institute For Molecular Studies,2000,8,3,94,0.432432432,3270873,Nonprofit
Torrey Pines Institute For Molecular Studies,2003,8,6,36,0.159090909,2720405,Nonprofit
Torrey Pines Institute For Molecular Studies,2002,5,8,31,0.025,4879401,Nonprofit
Torrey Pines Institute For Molecular Studies,2008,6,8,23,0.081967213,5219534,Nonprofit
Torrey Pines Institute For Molecular Studies,2009,7,18,49,0.166666667,3170654,Nonprofit
Torrey Pines Institute For Molecular Studies,2001,10,2,52,0.1875,4463114,Nonprofit
Torrey Pines Institute For Molecular Studies,2014,7,26,11,0.042253521,4182562,Nonprofit
Torrey Pines Institute For Molecular Studies,2011,10,19,28,0.15,4989444,Nonprofit
Torrey Pines Institute For Molecular Studies,2013,17,30,44,0.239669421,5860553,Nonprofit
Torrey Pines Institute For Molecular Studies,2004,10,11,42,0.22,5444263,Nonprofit
Torrey Pines Institute For Molecular Studies,2006,3,11,6,0.016393443,5987418,Nonprofit
Torrey Pines Institute For Molecular Studies,2015,4,11,15,0.066666667,2664202,Nonprofit
Torrey Pines Institute For Molecular Studies,2012,13,26,42,0.25,6104301,Nonprofit
Tougaloo College,2011,0,1,0,0.333333333,749782,Education
Translational Genomics Research Institute,2014,9,17,24,0.092857143,4901087,Facility
Translational Genomics Research Institute,2010,12,14,45,0.26744186,5357937,Facility
Translational Genomics Research Institute,2004,3,2,13,2,2563070,Facility
Translational Genomics Research Institute,2008,13,13,275,1,10971370,Facility
Translational Genomics Research Institute,2011,7,35,28,0.121212121,4521098,Facility
Translational Genomics Research Institute,2012,9,23,31,0.161016949,3927675,Facility
Translational Genomics Research Institute,2007,14,10,123,1.102564103,10373322,Facility
Translational Genomics Research Institute,2005,7,8,40,1.4,7713765,Facility
Translational Genomics Research Institute,2015,6,15,8,0.063829787,4607917,Facility
Translational Genomics Research Institute,2013,7,30,26,0.152,4650324,Facility
Translational Genomics Research Institute,2009,11,11,102,0.443037975,8451581,Facility
Translational Genomics Research Institute,2006,9,4,39,0.384615385,9403851,Facility
Trinity College,2000,1,12,1,0.026315789,70683,Education
Trinity College,2012,1,9,3,0.023255814,424047,Education
Tufts Medical Center,2004,54,216,272,0.046277666,40960035,Healthcare
Tufts Medical Center,2005,45,223,285,0.046920821,49526841,Healthcare
Tufts Medical Center,2001,46,202,299,0.042224511,27284505,Healthcare
Tufts Medical Center,2003,54,216,185,0.067164179,31007065,Healthcare
Tufts Medical Center,2013,28,299,80,0.049625468,30823441,Healthcare
