Term,Log Likelihood,% Frequency in Patent-Cited Corpus,% Frequency in Non-Patent-Cited Corpus,Corpus,Rank,Year,Term Type
immune,19807.93362107534,0.0008470345349356598,0.000355477828257042,Patent-Cited,18,2010-2015,Abstract
tumor,19341.822193515472,0.0015433968151518584,0.0008405755097977534,Patent-Cited,19,2010-2015,Abstract
binding,19135.788781912008,0.0010282686796194939,0.0004807274956933041,Patent-Cited,20,2010-2015,Abstract
dna,18945.221134958534,0.0013184142867218205,0.0006840198902743893,Patent-Cited,21,2010-2015,Abstract
target,18550.896393537274,0.001011705417575865,0.00047604229913930586,Patent-Cited,22,2010-2015,Abstract
compounds,18349.20571536431,0.0008668890774369901,0.0003821361970088431,Patent-Cited,23,2010-2015,Abstract
antibody,18232.460711641215,0.0005296610622287098,0.00017720527658825124,Patent-Cited,24,2010-2015,Abstract
potent,17532.655576371024,0.00040147209998653565,0.00011270330817450174,Patent-Cited,25,2010-2015,Abstract
signaling,17526.61126667724,0.0009578481009952917,0.0004511094367952492,Patent-Cited,26,2010-2015,Abstract
graphene,17138.972023620612,0.00024836344285033435,4.435303732277177e-05,Patent-Cited,27,2010-2015,Abstract
targeting,16979.091330923915,0.0004479347215127922,0.00014012334460492576,Patent-Cited,28,2010-2015,Abstract
cancer,16898.324909193645,0.00267303265847836,0.0017608252201013305,Patent-Cited,29,2010-2015,Abstract
antibodies,16755.693701842585,0.0005369275255768823,0.00019143247656055288,Patent-Cited,30,2010-2015,Abstract
patient,123512.84789565828,0.004800011968292574,0.009530253989112811,Non-Patent-Cited,1,2010-2015,Abstract
health,65847.18096908255,0.00034889710046740455,0.0016457428758442165,Non-Patent-Cited,2,2010-2015,Abstract
group,60905.729088384134,0.00219064635191482,0.004453889363966043,Non-Patent-Cited,3,2010-2015,Abstract
care,55254.23451701031,0.00019899423598480881,0.0011866688399897875,Non-Patent-Cited,4,2010-2015,Abstract
case,53197.58115025128,0.0007838376757575823,0.0022123201923882284,Non-Patent-Cited,5,2010-2015,Abstract
year,52384.814785204304,0.0008206829193230221,0.0022569764862867482,Non-Patent-Cited,6,2010-2015,Abstract
age,45860.19062836232,0.00046086475188233456,0.001548082504322517,Non-Patent-Cited,7,2010-2015,Abstract
children,42980.31007580684,0.0002661662780533572,0.001149311861344737,Non-Patent-Cited,8,2010-2015,Abstract
women,35766.86887383759,0.00031245792397142143,0.0011246140816175392,Non-Patent-Cited,9,2010-2015,Abstract
risk,34476.38207730386,0.0008685774615678891,0.0019880513759048223,Non-Patent-Cited,10,2010-2015,Abstract
study,31021.434583841197,0.0033185724391593986,0.005122605375882917,Non-Patent-Cited,11,2010-2015,Abstract
hospital,27611.43237341912,9.328856621992165e-05,0.0005795374212114438,Non-Patent-Cited,12,2010-2015,Abstract
surgery,26577.187752439142,0.00024738033310322865,0.00086265917082548,Non-Patent-Cited,13,2010-2015,Abstract
mean,23192.700519355472,0.0005125421294584562,0.0012303659968115228,Non-Patent-Cited,14,2010-2015,Abstract
participants,23007.586695041067,0.0002018153335199817,0.0007248937048676491,Non-Patent-Cited,15,2010-2015,Abstract
social,22736.85636225774,6.208551772482758e-05,0.00044394176780722085,Non-Patent-Cited,16,2010-2015,Abstract
students,21962.6963656876,9.831097471057035e-06,0.0002918104031331416,Non-Patent-Cited,17,2010-2015,Abstract
among,20145.305369435875,0.0006949517314486123,0.0014315544019717207,Non-Patent-Cited,18,2010-2015,Abstract
medical,19966.89301054721,0.0002228239613766101,0.0007121357712507157,Non-Patent-Cited,19,2010-2015,Abstract
ci,19803.640182773473,0.000462253928698897,0.0010875062905463591,Non-Patent-Cited,20,2010-2015,Abstract
education,19472.961029456168,1.7760091300974775e-05,0.0002883382328821354,Non-Patent-Cited,21,2010-2015,Abstract
prevalence,18031.40865610269,0.00015475429736505215,0.0005620049596461059,Non-Patent-Cited,22,2010-2015,Abstract
follow-up,17816.66395039802,0.0001952968884576504,0.0006294243033350746,Non-Patent-Cited,23,2010-2015,Abstract
months,17076.042715571704,0.0004613990506579355,0.0010304775985225546,Non-Patent-Cited,24,2010-2015,Abstract
surgical,17042.96241572239,0.00017939615689576685,0.0005893662254223152,Non-Patent-Cited,25,2010-2015,Abstract
outcomes,16506.558916464066,0.0002788612169616352,0.0007433453394649055,Non-Patent-Cited,26,2010-2015,Abstract
included,15725.012022071158,0.0003548598748031109,0.0008452654080040887,Non-Patent-Cited,27,2010-2015,Abstract
objective,15690.618894164589,0.0004689433493694206,0.0010120541738393213,Non-Patent-Cited,28,2010-2015,Abstract
questionnaire,15330.773297844426,3.4195121638459254e-05,0.0002811329506754096,Non-Patent-Cited,29,2010-2015,Abstract
symptoms,15295.834620097372,0.0002721076804380395,0.0007103326875794078,Non-Patent-Cited,30,2010-2015,Abstract
